Potential (V),Current (A)
0.0475330352783203,-44.305228584562435
0.05204010009765625,-43.85059037304021
0.0581569671630859,-43.354736590117696
0.062985897064209,-42.78487722331192
0.0681371688842773,-42.31607726978839
0.0732884407043457,-41.76346101303352
0.0777950286865234,-41.22035988984858
0.08342933654785156,-40.708669985178844
0.08777570724487305,-40.130719753506135
0.0932488441467285,-39.57382705266358
0.09823894500732425,-39.013048990454955
0.1030678749084475,-38.35683855868411
0.1078968048095705,-37.71101728489154
0.112887382507324,-37.05216022353848
0.118199348449707,-36.32599236880195
0.1230282783508305,-35.498860597726924
0.1280183792114255,-34.60044172243213
0.13300848007202148,-33.60036225785729
0.13880300521850603,-32.46112555643775
0.1434712409973145,-31.17630240012658
0.148301124572754,-29.692205316678198
0.152807712554932,-28.03763982228707
0.158281326293945,-26.15124776639279
0.16327095031738248,-23.83044920861719
0.167617321014404,-21.37912815669548
0.173411846160889,-18.40882487158522
0.17791938781738298,-15.202313079498712
0.183070659637451,-11.4857448352268
0.18838262557983398,-7.3565638558648105
0.192728996276855,-2.784191565297082
0.19755792617797852,1.9962062651757202
0.2028698921203615,7.05804905010155
0.20753812789917,12.896387488581281
0.2130112648010255,18.80701529444199
0.217518329620361,25.12713308533416
0.222025394439697,31.48824180243533
0.2284641265869145,37.91412746068094
0.232810497283936,44.47780611371853
0.23731756210327148,50.705459216260316
0.242146968841553,56.53775588143612
0.2477807998657225,61.834870393795484
0.25244903564453147,66.19770101679022
0.2575998306274415,69.93347415118481
0.262911796569824,72.12674336187774
0.2679018974304195,73.50423311436319
0.2727313041687015,73.46634538407667
0.278042793273926,72.64805844897636
0.28303337097167947,71.22245824575657
0.2877016067504885,69.4241216478986
0.293013572692871,67.32874498993624
0.2978425025939945,64.76633279817177
0.30283260345458995,62.28255188034383
0.3079833984375,59.62337399978421
0.313134670257568,56.90651323675406
0.317802906036377,54.29610973806118
0.32279300689697255,51.720585361181335
0.327943801879883,49.296428187517456
0.3329343795776365,47.02348905993857
0.3377633094787595,44.8568662250182
0.3430752754211425,42.84136048227079
0.347904682159424,40.93566076335265
0.35289478302001953,39.11775183951249
0.357884883880615,37.492108276637744
0.363036155700684,35.976452636532436
0.36834764480590854,34.435679481248386
0.37269401550293,33.1422670569737
0.3780059814453125,31.924055292620288
0.3825130462646485,30.76129087276057
0.38766431808471646,29.637541047122777
0.392976760864258,28.63303325284503
0.397161483764648,27.62715030257827
0.3921713829040525,26.60465816006759
0.38702058792114247,25.65534396126172
0.3818693161010745,24.75558903825003
0.377201557159424,23.888296709628733
0.371728420257568,22.987227566773072
0.3672213554382325,22.122878363006752
0.362070083618164,21.193507564021292
0.35740184783935547,20.258842596376812
0.3525724411010745,19.2626976058818
0.347099781036377,18.18254622776291
0.34243106842041,17.066711734514648
0.3371195793151855,15.724845980003051
0.332451343536377,14.37289211025926
0.32746124267578147,12.748878361890089
0.3224711418151855,11.03190788853681
0.3171591758728025,8.98073358257533
0.312490940093994,6.75010960549116
0.3071789741516115,4.0571394492872
0.30170583724975597,1.17923991638236
0.2965545654296875,-2.206807948823551
0.2923693656921385,-5.8794544202101005
0.287057876586914,-9.99037092697109
0.28255033493042,-14.5883550430881
0.277077674865723,-19.55373591044914
0.271926403045654,-25.22967224649621
0.26741886138916,-31.044439310790032
0.2627511024475095,-37.36527196451785
0.25711679458618153,-43.475454731378754
0.2522878646850585,-49.63770788890538
0.248102188110352,-55.946233260328846
0.242630004882813,-62.80568504735129
0.23763942718505848,-68.7011070112931
0.232327461242676,-74.62602297891868
0.227498531341553,-79.52795658638938
0.22266912460327148,-83.63962933799483
0.217840194702148,-86.95083761267597
0.212689399719238,-89.10323595046064
0.207859516143799,-90.56483213498726
0.203030586242676,-91.01171417569276
0.19804048538208052,-90.74789431906532
0.1930508613586425,-90.11801375891085
0.1877384185791015,-88.74513696355282
0.1824264526367185,-87.07110464456493
0.1777582168579105,-84.75933736917801
0.1724462509155275,-82.29438026319256
0.168100357055664,-79.62285417306704
0.16294908523559548,-77.00277637923134
0.1577978134155275,-74.42601327056761
0.152486324310303,-71.91059557953848
0.147334575653076,-69.56343167985327
0.14250564575195301,-67.29566939611688
0.13719367980957048,-65.10959974548317
0.13252592086792,-63.09221134870313
0.12721347808837902,-61.210896092234194
0.1228671073913575,-59.31753366894553
0.1172332763671875,-57.781476243690165
0.112565040588379,-56.243677136080755
0.10757493972778351,-54.840758821228484
0.10274600982666049,-53.455596571438974
0.09695100784301755,-52.19102877163097
0.09276580810546875,-50.99690770293824
0.08697080612182614,-49.9480720463907
0.0823025703430176,-48.9153580929269
0.07618570327758789,-47.84429711435224
0.0723223686218262,-46.96718224295183
0.06765460968017575,-46.08886956702914
0.061859130859375,-45.264881919138084
0.05735206604003905,-44.439208977564675
0.0520401000976563,-43.679347982106265
